Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code,Item,Year Code,Year,Source Code,Source,Unit,Value,Flag,Flag Description,Note,
GT,Emissions totals,826,United Kingdom of Great Britain and Northern Ireland,724313,Emissions (CO2eq) from N2O (AR5),5063,Manure left on Pasture,1971,1971,3050,FAO TIER 1,kt,4331.7165,E,Estimated value,,
GT,Emissions totals,826,United Kingdom of Great Britain and Northern Ireland,723113,Emissions (CO2eq) (AR5),5063,Manure left on Pasture,1971,1971,3050,FAO TIER 1,kt,4331.7165,E,Estimated value,,
GT,Emissions totals,826,United Kingdom of Great Britain and Northern Ireland,7234,Direct emissions (N2O),5063,Manure left on Pasture,1972,1972,3050,FAO TIER 1,kt,13.0718,E,Estimated value,,
GT,Emissions totals,826,United Kingdom of Great Britain and Northern Ireland,7236,Indirect emissions (N2O),5063,Manure left on Pasture,1972,1972,3050,FAO TIER 1,kt,3.9734,E,Estimated value,,
GT,Emissions totals,826,United Kingdom of Great Britain and Northern Ireland,7230,Emissions (N2O),5063,Manure left on Pasture,1972,1972,3050,FAO TIER 1,kt,17.0452,E,Estimated value,,
GT,Emissions totals,826,United Kingdom of Great Britain and Northern Ireland,724313,Emissions (CO2eq) from N2O (AR5),5063,Manure left on Pasture,1972,1972,3050,FAO TIER 1,kt,4516.978,E,Estimated value,,
GT,Emissions totals,826,United Kingdom of Great Britain and Northern Ireland,723113,Emissions (CO2eq) (AR5),5063,Manure left on Pasture,1972,1972,3050,FAO TIER 1,kt,4516.978,E,Estimated value,,
GT,Emissions totals,826,United Kingdom of Great Britain and Northern Ireland,7234,Direct emissions (N2O),5063,Manure left on Pasture,1973,1973,3050,FAO TIER 1,kt,13.799,E,Estimated value,,
GT,Emissions totals,826,United Kingdom of Great Britain and Northern Ireland,7236,Indirect emissions (N2O),5063,Manure left on Pasture,1973,1973,3050,FAO TIER 1,kt,4.1746,E,Estimated value,,
GT,Emissions totals,826,United Kingdom of Great Britain and Northern Ireland,7230,Emissions (N2O),5063,Manure left on Pasture,1973,1973,3050,FAO TIER 1,kt,17.9736,E,Estimated value,,
GT,Emissions totals,826,United Kingdom of Great Britain and Northern Ireland,724313,Emissions (CO2eq) from N2O (AR5),5063,Manure left on Pasture,1973,1973,3050,FAO TIER 1,kt,4763.004,E,Estimated value,,
GT,Emissions totals,826,United Kingdom of Great Britain and Northern Ireland,723113,Emissions (CO2eq) (AR5),5063,Manure left on Pasture,1973,1973,3050,FAO TIER 1,kt,4763.004,E,Estimated value,,
GT,Emissions totals,826,United Kingdom of Great Britain and Northern Ireland,7234,Direct emissions (N2O),5063,Manure left on Pasture,1974,1974,3050,FAO TIER 1,kt,14.2821,E,Estimated value,,
GT,Emissions totals,826,United Kingdom of Great Britain and Northern Ireland,7236,Indirect emissions (N2O),5063,Manure left on Pasture,1974,1974,3050,FAO TIER 1,kt,4.3015,E,Estimated value,,
GT,Emissions totals,826,United Kingdom of Great Britain and Northern Ireland,7230,Emissions (N2O),5063,Manure left on Pasture,1974,1974,3050,FAO TIER 1,kt,18.5837,E,Estimated value,,
GT,Emissions totals,826,United Kingdom of Great Britain and Northern Ireland,724313,Emissions (CO2eq) from N2O (AR5),5063,Manure left on Pasture,1974,1974,3050,FAO TIER 1,kt,4924.6805,E,Estimated value,,
GT,Emissions totals,826,United Kingdom of Great Britain and Northern Ireland,723113,Emissions (CO2eq) (AR5),5063,Manure left on Pasture,1974,1974,3050,FAO TIER 1,kt,4924.6805,E,Estimated value,,
GT,Emissions totals,826,United Kingdom of Great Britain and Northern Ireland,7234,Direct emissions (N2O),5063,Manure left on Pasture,1975,1975,3050,FAO TIER 1,kt,13.9817,E,Estimated value,,
GT,Emissions totals,826,United Kingdom of Great Britain and Northern Ireland,7236,Indirect emissions (N2O),5063,Manure left on Pasture,1975,1975,3050,FAO TIER 1,kt,4.2272,E,Estimated value,,
GT,Emissions totals,826,United Kingdom of Great Britain and Northern Ireland,7230,Emissions (N2O),5063,Manure left on Pasture,1975,1975,3050,FAO TIER 1,kt,18.2089,E,Estimated value,,
GT,Emissions totals,826,United Kingdom of Great Britain and Northern Ireland,724313,Emissions (CO2eq) from N2O (AR5),5063,Manure left on Pasture,1975,1975,3050,FAO TIER 1,kt,4825.3585,E,Estimated value,,
GT,Emissions totals,826,United Kingdom of Great Britain and Northern Ireland,723113,Emissions (CO2eq) (AR5),5063,Manure left on Pasture,1975,1975,3050,FAO TIER 1,kt,4825.3585,E,Estimated value,,
GT,Emissions totals,826,United Kingdom of Great Britain and Northern Ireland,7234,Direct emissions (N2O),5063,Manure left on Pasture,1976,1976,3050,FAO TIER 1,kt,13.5883,E,Estimated value,,
GT,Emissions totals,826,United Kingdom of Great Britain and Northern Ireland,7236,Indirect emissions (N2O),5063,Manure left on Pasture,1976,1976,3050,FAO TIER 1,kt,4.1392,E,Estimated value,,
GT,Emissions totals,826,United Kingdom of Great Britain and Northern Ireland,7230,Emissions (N2O),5063,Manure left on Pasture,1976,1976,3050,FAO TIER 1,kt,17.7275,E,Estimated value,,
GT,Emissions totals,826,United Kingdom of Great Britain and Northern Ireland,724313,Emissions (CO2eq) from N2O (AR5),5063,Manure left on Pasture,1976,1976,3050,FAO TIER 1,kt,4697.7875,E,Estimated value,,
GT,Emissions totals,826,United Kingdom of Great Britain and Northern Ireland,723113,Emissions (CO2eq) (AR5),5063,Manure left on Pasture,1976,1976,3050,FAO TIER 1,kt,4697.7875,E,Estimated value,,
GT,Emissions totals,826,United Kingdom of Great Britain and Northern Ireland,7234,Direct emissions (N2O),5063,Manure left on Pasture,1977,1977,3050,FAO TIER 1,kt,11.7027,E,Estimated value,,
GT,Emissions totals,826,United Kingdom of Great Britain and Northern Ireland,7236,Indirect emissions (N2O),5063,Manure left on Pasture,1977,1977,3050,FAO TIER 1,kt,3.3746,E,Estimated value,,
GT,Emissions totals,826,United Kingdom of Great Britain and Northern Ireland,7230,Emissions (N2O),5063,Manure left on Pasture,1977,1977,3050,FAO TIER 1,kt,15.0774,E,Estimated value,,
GT,Emissions totals,826,United Kingdom of Great Britain and Northern Ireland,724313,Emissions (CO2eq) from N2O (AR5),5063,Manure left on Pasture,1977,1977,3050,FAO TIER 1,kt,3995.511,E,Estimated value,,
GT,Emissions totals,826,United Kingdom of Great Britain and Northern Ireland,723113,Emissions (CO2eq) (AR5),5063,Manure left on Pasture,1977,1977,3050,FAO TIER 1,kt,3995.511,E,Estimated value,,
GT,Emissions totals,826,United Kingdom of Great Britain and Northern Ireland,7234,Direct emissions (N2O),5063,Manure left on Pasture,1978,1978,3050,FAO TIER 1,kt,11.7701,E,Estimated value,,
GT,Emissions totals,826,United Kingdom of Great Britain and Northern Ireland,7236,Indirect emissions (N2O),5063,Manure left on Pasture,1978,1978,3050,FAO TIER 1,kt,3.4165,E,Estimated value,,
GT,Emissions totals,826,United Kingdom of Great Britain and Northern Ireland,7230,Emissions (N2O),5063,Manure left on Pasture,1978,1978,3050,FAO TIER 1,kt,15.1866,E,Estimated value,,
GT,Emissions totals,826,United Kingdom of Great Britain and Northern Ireland,724313,Emissions (CO2eq) from N2O (AR5),5063,Manure left on Pasture,1978,1978,3050,FAO TIER 1,kt,4024.449,E,Estimated value,,
GT,Emissions totals,826,United Kingdom of Great Britain and Northern Ireland,723113,Emissions (CO2eq) (AR5),5063,Manure left on Pasture,1978,1978,3050,FAO TIER 1,kt,4024.449,E,Estimated value,,
GT,Emissions totals,826,United Kingdom of Great Britain and Northern Ireland,7234,Direct emissions (N2O),5063,Manure left on Pasture,1979,1979,3050,FAO TIER 1,kt,11.9848,E,Estimated value,,
GT,Emissions totals,826,United Kingdom of Great Britain and Northern Ireland,7236,Indirect emissions (N2O),5063,Manure left on Pasture,1979,1979,3050,FAO TIER 1,kt,3.5127,E,Estimated value,,
GT,Emissions totals,826,United Kingdom of Great Britain and Northern Ireland,7230,Emissions (N2O),5063,Manure left on Pasture,1979,1979,3050,FAO TIER 1,kt,15.4975,E,Estimated value,,
GT,Emissions totals,826,United Kingdom of Great Britain and Northern Ireland,724313,Emissions (CO2eq) from N2O (AR5),5063,Manure left on Pasture,1979,1979,3050,FAO TIER 1,kt,4106.8375,E,Estimated value,,
GT,Emissions totals,826,United Kingdom of Great Britain and Northern Ireland,723113,Emissions (CO2eq) (AR5),5063,Manure left on Pasture,1979,1979,3050,FAO TIER 1,kt,4106.8375,E,Estimated value,,
GT,Emissions totals,826,United Kingdom of Great Britain and Northern Ireland,7234,Direct emissions (N2O),5063,Manure left on Pasture,1980,1980,3050,FAO TIER 1,kt,11.8724,E,Estimated value,,
GT,Emissions totals,826,United Kingdom of Great Britain and Northern Ireland,7236,Indirect emissions (N2O),5063,Manure left on Pasture,1980,1980,3050,FAO TIER 1,kt,3.4842,E,Estimated value,,
GT,Emissions totals,826,United Kingdom of Great Britain and Northern Ireland,7230,Emissions (N2O),5063,Manure left on Pasture,1980,1980,3050,FAO TIER 1,kt,15.3566,E,Estimated value,,
GT,Emissions totals,826,United Kingdom of Great Britain and Northern Ireland,724313,Emissions (CO2eq) from N2O (AR5),5063,Manure left on Pasture,1980,1980,3050,FAO TIER 1,kt,4069.499,E,Estimated value,,
GT,Emissions totals,826,United Kingdom of Great Britain and Northern Ireland,723113,Emissions (CO2eq) (AR5),5063,Manure left on Pasture,1980,1980,3050,FAO TIER 1,kt,4069.499,E,Estimated value,,
GT,Emissions totals,826,United Kingdom of Great Britain and Northern Ireland,7234,Direct emissions (N2O),5063,Manure left on Pasture,1981,1981,3050,FAO TIER 1,kt,11.7278,E,Estimated value,,
GT,Emissions totals,826,United Kingdom of Great Britain and Northern Ireland,7236,Indirect emissions (N2O),5063,Manure left on Pasture,1981,1981,3050,FAO TIER 1,kt,3.4538,E,Estimated value,,
GT,Emissions totals,826,United Kingdom of Great Britain and Northern Ireland,7230,Emissions (N2O),5063,Manure left on Pasture,1981,1981,3050,FAO TIER 1,kt,15.1816,E,Estimated value,,
GT,Emissions totals,826,United Kingdom of Great Britain and Northern Ireland,724313,Emissions (CO2eq) from N2O (AR5),5063,Manure left on Pasture,1981,1981,3050,FAO TIER 1,kt,4023.124,E,Estimated value,,
GT,Emissions totals,826,United Kingdom of Great Britain and Northern Ireland,723113,Emissions (CO2eq) (AR5),5063,Manure left on Pasture,1981,1981,3050,FAO TIER 1,kt,4023.124,E,Estimated value,,
GT,Emissions totals,826,United Kingdom of Great Britain and Northern Ireland,7234,Direct emissions (N2O),5063,Manure left on Pasture,1982,1982,3050,FAO TIER 1,kt,11.9337,E,Estimated value,,
GT,Emissions totals,826,United Kingdom of Great Britain and Northern Ireland,7236,Indirect emissions (N2O),5063,Manure left on Pasture,1982,1982,3050,FAO TIER 1,kt,3.5241,E,Estimated value,,
GT,Emissions totals,826,United Kingdom of Great Britain and Northern Ireland,7230,Emissions (N2O),5063,Manure left on Pasture,1982,1982,3050,FAO TIER 1,kt,15.4578,E,Estimated value,,
GT,Emissions totals,826,United Kingdom of Great Britain and Northern Ireland,724313,Emissions (CO2eq) from N2O (AR5),5063,Manure left on Pasture,1982,1982,3050,FAO TIER 1,kt,4096.317,E,Estimated value,,
GT,Emissions totals,826,United Kingdom of Great Britain and Northern Ireland,723113,Emissions (CO2eq) (AR5),5063,Manure left on Pasture,1982,1982,3050,FAO TIER 1,kt,4096.317,E,Estimated value,,
GT,Emissions totals,826,United Kingdom of Great Britain and Northern Ireland,7234,Direct emissions (N2O),5063,Manure left on Pasture,1983,1983,3050,FAO TIER 1,kt,12.1235,E,Estimated value,,
GT,Emissions totals,826,United Kingdom of Great Britain and Northern Ireland,7236,Indirect emissions (N2O),5063,Manure left on Pasture,1983,1983,3050,FAO TIER 1,kt,3.5979,E,Estimated value,,
GT,Emissions totals,826,United Kingdom of Great Britain and Northern Ireland,7230,Emissions (N2O),5063,Manure left on Pasture,1983,1983,3050,FAO TIER 1,kt,15.7215,E,Estimated value,,
GT,Emissions totals,826,United Kingdom of Great Britain and Northern Ireland,724313,Emissions (CO2eq) from N2O (AR5),5063,Manure left on Pasture,1983,1983,3050,FAO TIER 1,kt,4166.1975,E,Estimated value,,
GT,Emissions totals,826,United Kingdom of Great Britain and Northern Ireland,723113,Emissions (CO2eq) (AR5),5063,Manure left on Pasture,1983,1983,3050,FAO TIER 1,kt,4166.1975,E,Estimated value,,
GT,Emissions totals,826,United Kingdom of Great Britain and Northern Ireland,7234,Direct emissions (N2O),5063,Manure left on Pasture,1984,1984,3050,FAO TIER 1,kt,12.1736,E,Estimated value,,
GT,Emissions totals,826,United Kingdom of Great Britain and Northern Ireland,7236,Indirect emissions (N2O),5063,Manure left on Pasture,1984,1984,3050,FAO TIER 1,kt,3.6251,E,Estimated value,,
GT,Emissions totals,826,United Kingdom of Great Britain and Northern Ireland,7230,Emissions (N2O),5063,Manure left on Pasture,1984,1984,3050,FAO TIER 1,kt,15.7987,E,Estimated value,,
GT,Emissions totals,826,United Kingdom of Great Britain and Northern Ireland,724313,Emissions (CO2eq) from N2O (AR5),5063,Manure left on Pasture,1984,1984,3050,FAO TIER 1,kt,4186.6555,E,Estimated value,,
GT,Emissions totals,826,United Kingdom of Great Britain and Northern Ireland,723113,Emissions (CO2eq) (AR5),5063,Manure left on Pasture,1984,1984,3050,FAO TIER 1,kt,4186.6555,E,Estimated value,,
GT,Emissions totals,826,United Kingdom of Great Britain and Northern Ireland,7234,Direct emissions (N2O),5063,Manure left on Pasture,1985,1985,3050,FAO TIER 1,kt,12.1322,E,Estimated value,,
GT,Emissions totals,826,United Kingdom of Great Britain and Northern Ireland,7236,Indirect emissions (N2O),5063,Manure left on Pasture,1985,1985,3050,FAO TIER 1,kt,3.6438,E,Estimated value,,
GT,Emissions totals,826,United Kingdom of Great Britain and Northern Ireland,7230,Emissions (N2O),5063,Manure left on Pasture,1985,1985,3050,FAO TIER 1,kt,15.776,E,Estimated value,,
GT,Emissions totals,826,United Kingdom of Great Britain and Northern Ireland,724313,Emissions (CO2eq) from N2O (AR5),5063,Manure left on Pasture,1985,1985,3050,FAO TIER 1,kt,4180.64,E,Estimated value,,
GT,Emissions totals,826,United Kingdom of Great Britain and Northern Ireland,723113,Emissions (CO2eq) (AR5),5063,Manure left on Pasture,1985,1985,3050,FAO TIER 1,kt,4180.64,E,Estimated value,,
GT,Emissions totals,826,United Kingdom of Great Britain and Northern Ireland,7234,Direct emissions (N2O),5063,Manure left on Pasture,1986,1986,3050,FAO TIER 1,kt,14.6237,E,Estimated value,,
GT,Emissions totals,826,United Kingdom of Great Britain and Northern Ireland,7236,Indirect emissions (N2O),5063,Manure left on Pasture,1986,1986,3050,FAO TIER 1,kt,4.745,E,Estimated value,,
GT,Emissions totals,826,United Kingdom of Great Britain and Northern Ireland,7230,Emissions (N2O),5063,Manure left on Pasture,1986,1986,3050,FAO TIER 1,kt,19.3687,E,Estimated value,,
GT,Emissions totals,826,United Kingdom of Great Britain and Northern Ireland,724313,Emissions (CO2eq) from N2O (AR5),5063,Manure left on Pasture,1986,1986,3050,FAO TIER 1,kt,5132.7055,E,Estimated value,,
GT,Emissions totals,826,United Kingdom of Great Britain and Northern Ireland,723113,Emissions (CO2eq) (AR5),5063,Manure left on Pasture,1986,1986,3050,FAO TIER 1,kt,5132.7055,E,Estimated value,,
GT,Emissions totals,826,United Kingdom of Great Britain and Northern Ireland,7234,Direct emissions (N2O),5063,Manure left on Pasture,1987,1987,3050,FAO TIER 1,kt,14.8002,E,Estimated value,,
GT,Emissions totals,826,United Kingdom of Great Britain and Northern Ireland,7236,Indirect emissions (N2O),5063,Manure left on Pasture,1987,1987,3050,FAO TIER 1,kt,4.8591,E,Estimated value,,
GT,Emissions totals,826,United Kingdom of Great Britain and Northern Ireland,7230,Emissions (N2O),5063,Manure left on Pasture,1987,1987,3050,FAO TIER 1,kt,19.6593,E,Estimated value,,
GT,Emissions totals,826,United Kingdom of Great Britain and Northern Ireland,724313,Emissions (CO2eq) from N2O (AR5),5063,Manure left on Pasture,1987,1987,3050,FAO TIER 1,kt,5209.7145,E,Estimated value,,
GT,Emissions totals,826,United Kingdom of Great Britain and Northern Ireland,723113,Emissions (CO2eq) (AR5),5063,Manure left on Pasture,1987,1987,3050,FAO TIER 1,kt,5209.7145,E,Estimated value,,
GT,Emissions totals,826,United Kingdom of Great Britain and Northern Ireland,7234,Direct emissions (N2O),5063,Manure left on Pasture,1988,1988,3050,FAO TIER 1,kt,15.0913,E,Estimated value,,
GT,Emissions totals,826,United Kingdom of Great Britain and Northern Ireland,7236,Indirect emissions (N2O),5063,Manure left on Pasture,1988,1988,3050,FAO TIER 1,kt,5.0197,E,Estimated value,,
GT,Emissions totals,826,United Kingdom of Great Britain and Northern Ireland,7230,Emissions (N2O),5063,Manure left on Pasture,1988,1988,3050,FAO TIER 1,kt,20.111,E,Estimated value,,
GT,Emissions totals,826,United Kingdom of Great Britain and Northern Ireland,724313,Emissions (CO2eq) from N2O (AR5),5063,Manure left on Pasture,1988,1988,3050,FAO TIER 1,kt,5329.415,E,Estimated value,,
GT,Emissions totals,826,United Kingdom of Great Britain and Northern Ireland,723113,Emissions (CO2eq) (AR5),5063,Manure left on Pasture,1988,1988,3050,FAO TIER 1,kt,5329.415,E,Estimated value,,
GT,Emissions totals,826,United Kingdom of Great Britain and Northern Ireland,7234,Direct emissions (N2O),5063,Manure left on Pasture,1989,1989,3050,FAO TIER 1,kt,15.5318,E,Estimated value,,
GT,Emissions totals,826,United Kingdom of Great Britain and Northern Ireland,7236,Indirect emissions (N2O),5063,Manure left on Pasture,1989,1989,3050,FAO TIER 1,kt,5.2,E,Estimated value,,
GT,Emissions totals,826,United Kingdom of Great Britain and Northern Ireland,7230,Emissions (N2O),5063,Manure left on Pasture,1989,1989,3050,FAO TIER 1,kt,20.7318,E,Estimated value,,
GT,Emissions totals,826,United Kingdom of Great Britain and Northern Ireland,724313,Emissions (CO2eq) from N2O (AR5),5063,Manure left on Pasture,1989,1989,3050,FAO TIER 1,kt,5493.927,E,Estimated value,,
GT,Emissions totals,826,United Kingdom of Great Britain and Northern Ireland,723113,Emissions (CO2eq) (AR5),5063,Manure left on Pasture,1989,1989,3050,FAO TIER 1,kt,5493.927,E,Estimated value,,
GT,Emissions totals,826,United Kingdom of Great Britain and Northern Ireland,7234,Direct emissions (N2O),5063,Manure left on Pasture,1990,1990,3050,FAO TIER 1,kt,15.7692,E,Estimated value,,
GT,Emissions totals,826,United Kingdom of Great Britain and Northern Ireland,7236,Indirect emissions (N2O),5063,Manure left on Pasture,1990,1990,3050,FAO TIER 1,kt,5.2928,E,Estimated value,,
GT,Emissions totals,826,United Kingdom of Great Britain and Northern Ireland,7230,Emissions (N2O),5063,Manure left on Pasture,1990,1990,3050,FAO TIER 1,kt,21.0621,E,Estimated value,,
GT,Emissions totals,826,United Kingdom of Great Britain and Northern Ireland,724313,Emissions (CO2eq) from N2O (AR5),5063,Manure left on Pasture,1990,1990,3050,FAO TIER 1,kt,5581.4565,E,Estimated value,,
GT,Emissions totals,826,United Kingdom of Great Britain and Northern Ireland,723113,Emissions (CO2eq) (AR5),5063,Manure left on Pasture,1990,1990,3050,FAO TIER 1,kt,5581.4565,E,Estimated value,,
GT,Emissions totals,826,United Kingdom of Great Britain and Northern Ireland,7234,Direct emissions (N2O),5063,Manure left on Pasture,1991,1991,3050,FAO TIER 1,kt,15.6205,E,Estimated value,,
GT,Emissions totals,826,United Kingdom of Great Britain and Northern Ireland,7236,Indirect emissions (N2O),5063,Manure left on Pasture,1991,1991,3050,FAO TIER 1,kt,5.253,E,Estimated value,,
GT,Emissions totals,826,United Kingdom of Great Britain and Northern Ireland,7230,Emissions (N2O),5063,Manure left on Pasture,1991,1991,3050,FAO TIER 1,kt,20.8736,E,Estimated value,,
GT,Emissions totals,826,United Kingdom of Great Britain and Northern Ireland,724313,Emissions (CO2eq) from N2O (AR5),5063,Manure left on Pasture,1991,1991,3050,FAO TIER 1,kt,5531.504,E,Estimated value,,
GT,Emissions totals,826,United Kingdom of Great Britain and Northern Ireland,723113,Emissions (CO2eq) (AR5),5063,Manure left on Pasture,1991,1991,3050,FAO TIER 1,kt,5531.504,E,Estimated value,,
GT,Emissions totals,826,United Kingdom of Great Britain and Northern Ireland,7234,Direct emissions (N2O),5063,Manure left on Pasture,1992,1992,3050,FAO TIER 1,kt,15.8063,E,Estimated value,,
GT,Emissions totals,826,United Kingdom of Great Britain and Northern Ireland,7236,Indirect emissions (N2O),5063,Manure left on Pasture,1992,1992,3050,FAO TIER 1,kt,5.3317,E,Estimated value,,
GT,Emissions totals,826,United Kingdom of Great Britain and Northern Ireland,7230,Emissions (N2O),5063,Manure left on Pasture,1992,1992,3050,FAO TIER 1,kt,21.138,E,Estimated value,,
GT,Emissions totals,826,United Kingdom of Great Britain and Northern Ireland,724313,Emissions (CO2eq) from N2O (AR5),5063,Manure left on Pasture,1992,1992,3050,FAO TIER 1,kt,5601.57,E,Estimated value,,
GT,Emissions totals,826,United Kingdom of Great Britain and Northern Ireland,723113,Emissions (CO2eq) (AR5),5063,Manure left on Pasture,1992,1992,3050,FAO TIER 1,kt,5601.57,E,Estimated value,,
GT,Emissions totals,826,United Kingdom of Great Britain and Northern Ireland,7234,Direct emissions (N2O),5063,Manure left on Pasture,1993,1993,3050,FAO TIER 1,kt,15.7474,E,Estimated value,,
GT,Emissions totals,826,United Kingdom of Great Britain and Northern Ireland,7236,Indirect emissions (N2O),5063,Manure left on Pasture,1993,1993,3050,FAO TIER 1,kt,5.3147,E,Estimated value,,
GT,Emissions totals,826,United Kingdom of Great Britain and Northern Ireland,7230,Emissions (N2O),5063,Manure left on Pasture,1993,1993,3050,FAO TIER 1,kt,21.0621,E,Estimated value,,
GT,Emissions totals,826,United Kingdom of Great Britain and Northern Ireland,724313,Emissions (CO2eq) from N2O (AR5),5063,Manure left on Pasture,1993,1993,3050,FAO TIER 1,kt,5581.4565,E,Estimated value,,
GT,Emissions totals,826,United Kingdom of Great Britain and Northern Ireland,723113,Emissions (CO2eq) (AR5),5063,Manure left on Pasture,1993,1993,3050,FAO TIER 1,kt,5581.4565,E,Estimated value,,
GT,Emissions totals,826,United Kingdom of Great Britain and Northern Ireland,7234,Direct emissions (N2O),5063,Manure left on Pasture,1994,1994,3050,FAO TIER 1,kt,15.6788,E,Estimated value,,
GT,Emissions totals,826,United Kingdom of Great Britain and Northern Ireland,7236,Indirect emissions (N2O),5063,Manure left on Pasture,1994,1994,3050,FAO TIER 1,kt,5.2726,E,Estimated value,,
GT,Emissions totals,826,United Kingdom of Great Britain and Northern Ireland,7230,Emissions (N2O),5063,Manure left on Pasture,1994,1994,3050,FAO TIER 1,kt,20.9513,E,Estimated value,,
GT,Emissions totals,826,United Kingdom of Great Britain and Northern Ireland,724313,Emissions (CO2eq) from N2O (AR5),5063,Manure left on Pasture,1994,1994,3050,FAO TIER 1,kt,5552.0945,E,Estimated value,,
GT,Emissions totals,826,United Kingdom of Great Britain and Northern Ireland,723113,Emissions (CO2eq) (AR5),5063,Manure left on Pasture,1994,1994,3050,FAO TIER 1,kt,5552.0945,E,Estimated value,,
GT,Emissions totals,826,United Kingdom of Great Britain and Northern Ireland,7234,Direct emissions (N2O),5063,Manure left on Pasture,1995,1995,3050,FAO TIER 1,kt,15.5065,E,Estimated value,,
GT,Emissions totals,826,United Kingdom of Great Britain and Northern Ireland,7236,Indirect emissions (N2O),5063,Manure left on Pasture,1995,1995,3050,FAO TIER 1,kt,5.2134,E,Estimated value,,
GT,Emissions totals,826,United Kingdom of Great Britain and Northern Ireland,7230,Emissions (N2O),5063,Manure left on Pasture,1995,1995,3050,FAO TIER 1,kt,20.7199,E,Estimated value,,
GT,Emissions totals,826,United Kingdom of Great Britain and Northern Ireland,724313,Emissions (CO2eq) from N2O (AR5),5063,Manure left on Pasture,1995,1995,3050,FAO TIER 1,kt,5490.7735,E,Estimated value,,
GT,Emissions totals,826,United Kingdom of Great Britain and Northern Ireland,723113,Emissions (CO2eq) (AR5),5063,Manure left on Pasture,1995,1995,3050,FAO TIER 1,kt,5490.7735,E,Estimated value,,
GT,Emissions totals,826,United Kingdom of Great Britain and Northern Ireland,7234,Direct emissions (N2O),5063,Manure left on Pasture,1996,1996,3050,FAO TIER 1,kt,15.3485,E,Estimated value,,
GT,Emissions totals,826,United Kingdom of Great Britain and Northern Ireland,7236,Indirect emissions (N2O),5063,Manure left on Pasture,1996,1996,3050,FAO TIER 1,kt,5.1267,E,Estimated value,,
GT,Emissions totals,826,United Kingdom of Great Britain and Northern Ireland,7230,Emissions (N2O),5063,Manure left on Pasture,1996,1996,3050,FAO TIER 1,kt,20.4752,E,Estimated value,,
GT,Emissions totals,826,United Kingdom of Great Britain and Northern Ireland,724313,Emissions (CO2eq) from N2O (AR5),5063,Manure left on Pasture,1996,1996,3050,FAO TIER 1,kt,5425.928,E,Estimated value,,
GT,Emissions totals,826,United Kingdom of Great Britain and Northern Ireland,723113,Emissions (CO2eq) (AR5),5063,Manure left on Pasture,1996,1996,3050,FAO TIER 1,kt,5425.928,E,Estimated value,,
GT,Emissions totals,826,United Kingdom of Great Britain and Northern Ireland,7234,Direct emissions (N2O),5063,Manure left on Pasture,1997,1997,3050,FAO TIER 1,kt,15.2822,E,Estimated value,,
GT,Emissions totals,826,United Kingdom of Great Britain and Northern Ireland,7236,Indirect emissions (N2O),5063,Manure left on Pasture,1997,1997,3050,FAO TIER 1,kt,5.1444,E,Estimated value,,
GT,Emissions totals,826,United Kingdom of Great Britain and Northern Ireland,7230,Emissions (N2O),5063,Manure left on Pasture,1997,1997,3050,FAO TIER 1,kt,20.4266,E,Estimated value,,
GT,Emissions totals,826,United Kingdom of Great Britain and Northern Ireland,724313,Emissions (CO2eq) from N2O (AR5),5063,Manure left on Pasture,1997,1997,3050,FAO TIER 1,kt,5413.049,E,Estimated value,,
GT,Emissions totals,826,United Kingdom of Great Britain and Northern Ireland,723113,Emissions (CO2eq) (AR5),5063,Manure left on Pasture,1997,1997,3050,FAO TIER 1,kt,5413.049,E,Estimated value,,
GT,Emissions totals,826,United Kingdom of Great Britain and Northern Ireland,7234,Direct emissions (N2O),5063,Manure left on Pasture,1998,1998,3050,FAO TIER 1,kt,15.5516,E,Estimated value,,
GT,Emissions totals,826,United Kingdom of Great Britain and Northern Ireland,7236,Indirect emissions (N2O),5063,Manure left on Pasture,1998,1998,3050,FAO TIER 1,kt,5.2736,E,Estimated value,,
GT,Emissions totals,826,United Kingdom of Great Britain and Northern Ireland,7230,Emissions (N2O),5063,Manure left on Pasture,1998,1998,3050,FAO TIER 1,kt,20.8252,E,Estimated value,,
GT,Emissions totals,826,United Kingdom of Great Britain and Northern Ireland,724313,Emissions (CO2eq) from N2O (AR5),5063,Manure left on Pasture,1998,1998,3050,FAO TIER 1,kt,5518.678,E,Estimated value,,
GT,Emissions totals,826,United Kingdom of Great Britain and Northern Ireland,723113,Emissions (CO2eq) (AR5),5063,Manure left on Pasture,1998,1998,3050,FAO TIER 1,kt,5518.678,E,Estimated value,,
GT,Emissions totals,826,United Kingdom of Great Britain and Northern Ireland,7234,Direct emissions (N2O),5063,Manure left on Pasture,1999,1999,3050,FAO TIER 1,kt,15.5416,E,Estimated value,,
GT,Emissions totals,826,United Kingdom of Great Britain and Northern Ireland,7236,Indirect emissions (N2O),5063,Manure left on Pasture,1999,1999,3050,FAO TIER 1,kt,5.28,E,Estimated value,,
GT,Emissions totals,826,United Kingdom of Great Britain and Northern Ireland,7230,Emissions (N2O),5063,Manure left on Pasture,1999,1999,3050,FAO TIER 1,kt,20.8215,E,Estimated value,,
