Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code (CPC),Item,Year Code,Year,Unit,Value,Flag,Flag Description,Note
"QCL","Crops and livestock products","826","United Kingdom of Great Britain and Northern Ireland","5510","Production","01213","Cauliflowers and broccoli","2004","2004","t","233800","A","Official figure",""
"QCL","Crops and livestock products","826","United Kingdom of Great Britain and Northern Ireland","5510","Production","01213","Cauliflowers and broccoli","2005","2005","t","220400","A","Official figure",""
"QCL","Crops and livestock products","826","United Kingdom of Great Britain and Northern Ireland","5510","Production","01213","Cauliflowers and broccoli","2006","2006","t","195500","A","Official figure",""
"QCL","Crops and livestock products","826","United Kingdom of Great Britain and Northern Ireland","5510","Production","01213","Cauliflowers and broccoli","2007","2007","t","190400","A","Official figure",""
"QCL","Crops and livestock products","826","United Kingdom of Great Britain and Northern Ireland","5510","Production","01213","Cauliflowers and broccoli","2008","2008","t","188900","A","Official figure",""
"QCL","Crops and livestock products","826","United Kingdom of Great Britain and Northern Ireland","5510","Production","01213","Cauliflowers and broccoli","2009","2009","t","186200","A","Official figure",""
"QCL","Crops and livestock products","826","United Kingdom of Great Britain and Northern Ireland","5510","Production","01213","Cauliflowers and broccoli","2010","2010","t","188400","A","Official figure",""
"QCL","Crops and livestock products","826","United Kingdom of Great Britain and Northern Ireland","5510","Production","01213","Cauliflowers and broccoli","2011","2011","t","180100","A","Official figure",""
"QCL","Crops and livestock products","826","United Kingdom of Great Britain and Northern Ireland","5510","Production","01213","Cauliflowers and broccoli","2012","2012","t","156300","A","Official figure",""
"QCL","Crops and livestock products","826","United Kingdom of Great Britain and Northern Ireland","5510","Production","01213","Cauliflowers and broccoli","2013","2013","t","160000","A","Official figure",""
"QCL","Crops and livestock products","826","United Kingdom of Great Britain and Northern Ireland","5510","Production","01213","Cauliflowers and broccoli","2014","2014","t","160900","A","Official figure",""
"QCL","Crops and livestock products","826","United Kingdom of Great Britain and Northern Ireland","5510","Production","01213","Cauliflowers and broccoli","2015","2015","t","163000","A","Official figure",""
"QCL","Crops and livestock products","826","United Kingdom of Great Britain and Northern Ireland","5510","Production","01213","Cauliflowers and broccoli","2016","2016","t","151779","A","Official figure",""
"QCL","Crops and livestock products","826","United Kingdom of Great Britain and Northern Ireland","5510","Production","01213","Cauliflowers and broccoli","2017","2017","t","159011","A","Official figure",""
"QCL","Crops and livestock products","826","United Kingdom of Great Britain and Northern Ireland","5510","Production","01213","Cauliflowers and broccoli","2018","2018","t","146841","A","Official figure",""
"QCL","Crops and livestock products","826","United Kingdom of Great Britain and Northern Ireland","5510","Production","01213","Cauliflowers and broccoli","2019","2019","t","154039.94","A","Official figure",""
"QCL","Crops and livestock products","826","United Kingdom of Great Britain and Northern Ireland","5510","Production","01213","Cauliflowers and broccoli","2020","2020","t","185082.37","A","Official figure",""
"QCL","Crops and livestock products","826","United Kingdom of Great Britain and Northern Ireland","5510","Production","01213","Cauliflowers and broccoli","2021","2021","t","171092.54","A","Official figure",""
"QCL","Crops and livestock products","826","United Kingdom of Great Britain and Northern Ireland","5510","Production","01213","Cauliflowers and broccoli","2022","2022","t","145736.05","A","Official figure",""
"QCL","Crops and livestock products","826","United Kingdom of Great Britain and Northern Ireland","5510","Production","01213","Cauliflowers and broccoli","2023","2023","t","139934.28","A","Official figure",""
"QCL","Crops and livestock products","826","United Kingdom of Great Britain and Northern Ireland","5510","Production","01213","Cauliflowers and broccoli","2024","2024","t","165153.49","A","Official figure",""
"QCL","Crops and livestock products","826","United Kingdom of Great Britain and Northern Ireland","5510","Production","01344.02","Cherries","1961","1961","t","15139","A","Official figure",""
"QCL","Crops and livestock products","826","United Kingdom of Great Britain and Northern Ireland","5510","Production","01344.02","Cherries","1962","1962","t","22048","A","Official figure",""
"QCL","Crops and livestock products","826","United Kingdom of Great Britain and Northern Ireland","5510","Production","01344.02","Cherries","1963","1963","t","13107","A","Official figure",""
"QCL","Crops and livestock products","826","United Kingdom of Great Britain and Northern Ireland","5510","Production","01344.02","Cherries","1964","1964","t","14123","A","Official figure",""
"QCL","Crops and livestock products","826","United Kingdom of Great Britain and Northern Ireland","5510","Production","01344.02","Cherries","1965","1965","t","9754","A","Official figure",""
"QCL","Crops and livestock products","826","United Kingdom of Great Britain and Northern Ireland","5510","Production","01344.02","Cherries","1966","1966","t","5080","A","Official figure",""
"QCL","Crops and livestock products","826","United Kingdom of Great Britain and Northern Ireland","5510","Production","01344.02","Cherries","1967","1967","t","2641","A","Official figure",""
"QCL","Crops and livestock products","826","United Kingdom of Great Britain and Northern Ireland","5510","Production","01344.02","Cherries","1968","1968","t","3658","A","Official figure",""
"QCL","Crops and livestock products","826","United Kingdom of Great Britain and Northern Ireland","5510","Production","01344.02","Cherries","1969","1969","t","4400","A","Official figure",""
"QCL","Crops and livestock products","826","United Kingdom of Great Britain and Northern Ireland","5510","Production","01344.02","Cherries","1970","1970","t","14000","A","Official figure",""
"QCL","Crops and livestock products","826","United Kingdom of Great Britain and Northern Ireland","5510","Production","01344.02","Cherries","1971","1971","t","11500","A","Official figure",""
"QCL","Crops and livestock products","826","United Kingdom of Great Britain and Northern Ireland","5510","Production","01344.02","Cherries","1972","1972","t","12600","A","Official figure",""
"QCL","Crops and livestock products","826","United Kingdom of Great Britain and Northern Ireland","5510","Production","01344.02","Cherries","1973","1973","t","7700","A","Official figure",""
"QCL","Crops and livestock products","826","United Kingdom of Great Britain and Northern Ireland","5510","Production","01344.02","Cherries","1974","1974","t","9700","A","Official figure",""
"QCL","Crops and livestock products","826","United Kingdom of Great Britain and Northern Ireland","5510","Production","01344.02","Cherries","1975","1975","t","7100","A","Official figure",""
"QCL","Crops and livestock products","826","United Kingdom of Great Britain and Northern Ireland","5510","Production","01344.02","Cherries","1976","1976","t","8600","A","Official figure",""
"QCL","Crops and livestock products","826","United Kingdom of Great Britain and Northern Ireland","5510","Production","01344.02","Cherries","1977","1977","t","2900","A","Official figure",""
"QCL","Crops and livestock products","826","United Kingdom of Great Britain and Northern Ireland","5510","Production","01344.02","Cherries","1978","1978","t","3600","A","Official figure",""
"QCL","Crops and livestock products","826","United Kingdom of Great Britain and Northern Ireland","5510","Production","01344.02","Cherries","1979","1979","t","6200","A","Official figure",""
"QCL","Crops and livestock products","826","United Kingdom of Great Britain and Northern Ireland","5510","Production","01344.02","Cherries","1980","1980","t","7100","A","Official figure",""
"QCL","Crops and livestock products","826","United Kingdom of Great Britain and Northern Ireland","5510","Production","01344.02","Cherries","1981","1981","t","2800","A","Official figure",""
"QCL","Crops and livestock products","826","United Kingdom of Great Britain and Northern Ireland","5510","Production","01344.02","Cherries","1982","1982","t","6800","A","Official figure",""
"QCL","Crops and livestock products","826","United Kingdom of Great Britain and Northern Ireland","5510","Production","01344.02","Cherries","1983","1983","t","2900","A","Official figure",""
"QCL","Crops and livestock products","826","United Kingdom of Great Britain and Northern Ireland","5510","Production","01344.02","Cherries","1984","1984","t","5400","A","Official figure",""
"QCL","Crops and livestock products","826","United Kingdom of Great Britain and Northern Ireland","5510","Production","01344.02","Cherries","1985","1985","t","4788","A","Official figure",""
"QCL","Crops and livestock products","826","United Kingdom of Great Britain and Northern Ireland","5510","Production","01344.02","Cherries","1986","1986","t","3768","A","Official figure",""
"QCL","Crops and livestock products","826","United Kingdom of Great Britain and Northern Ireland","5510","Production","01344.02","Cherries","1987","1987","t","3630","A","Official figure",""
"QCL","Crops and livestock products","826","United Kingdom of Great Britain and Northern Ireland","5510","Production","01344.02","Cherries","1988","1988","t","1600","A","Official figure",""
"QCL","Crops and livestock products","826","United Kingdom of Great Britain and Northern Ireland","5510","Production","01344.02","Cherries","1989","1989","t","3433","A","Official figure",""
"QCL","Crops and livestock products","826","United Kingdom of Great Britain and Northern Ireland","5510","Production","01344.02","Cherries","1990","1990","t","1582","A","Official figure",""
"QCL","Crops and livestock products","826","United Kingdom of Great Britain and Northern Ireland","5510","Production","01344.02","Cherries","1991","1991","t","2246","A","Official figure",""
"QCL","Crops and livestock products","826","United Kingdom of Great Britain and Northern Ireland","5510","Production","01344.02","Cherries","1992","1992","t","4500","A","Official figure",""
"QCL","Crops and livestock products","826","United Kingdom of Great Britain and Northern Ireland","5510","Production","01344.02","Cherries","1993","1993","t","3000","A","Official figure",""
"QCL","Crops and livestock products","826","United Kingdom of Great Britain and Northern Ireland","5510","Production","01344.02","Cherries","1994","1994","t","1500","A","Official figure",""
"QCL","Crops and livestock products","826","United Kingdom of Great Britain and Northern Ireland","5510","Production","01344.02","Cherries","1995","1995","t","3500","A","Official figure",""
"QCL","Crops and livestock products","826","United Kingdom of Great Britain and Northern Ireland","5510","Production","01344.02","Cherries","1996","1996","t","3600","A","Official figure",""
"QCL","Crops and livestock products","826","United Kingdom of Great Britain and Northern Ireland","5510","Production","01344.02","Cherries","1997","1997","t","600","A","Official figure",""
"QCL","Crops and livestock products","826","United Kingdom of Great Britain and Northern Ireland","5510","Production","01344.02","Cherries","1998","1998","t","900","A","Official figure",""
"QCL","Crops and livestock products","826","United Kingdom of Great Britain and Northern Ireland","5510","Production","01344.02","Cherries","1999","1999","t","1300","A","Official figure",""
"QCL","Crops and livestock products","826","United Kingdom of Great Britain and Northern Ireland","5510","Production","01344.02","Cherries","2000","2000","t","400","A","Official figure",""
"QCL","Crops and livestock products","826","United Kingdom of Great Britain and Northern Ireland","5510","Production","01344.02","Cherries","2001","2001","t","1400","A","Official figure",""
"QCL","Crops and livestock products","826","United Kingdom of Great Britain and Northern Ireland","5510","Production","01344.02","Cherries","2002","2002","t","1300","A","Official figure",""
"QCL","Crops and livestock products","826","United Kingdom of Great Britain and Northern Ireland","5510","Production","01344.02","Cherries","2003","2003","t","1000","A","Official figure",""
"QCL","Crops and livestock products","826","United Kingdom of Great Britain and Northern Ireland","5510","Production","01344.02","Cherries","2004","2004","t","1100","A","Official figure",""
"QCL","Crops and livestock products","826","United Kingdom of Great Britain and Northern Ireland","5510","Production","01344.02","Cherries","2005","2005","t","1100","A","Official figure",""
"QCL","Crops and livestock products","826","United Kingdom of Great Britain and Northern Ireland","5510","Production","01344.02","Cherries","2006","2006","t","1100","A","Official figure",""
"QCL","Crops and livestock products","826","United Kingdom of Great Britain and Northern Ireland","5510","Production","01344.02","Cherries","2007","2007","t","1220","A","Official figure",""
"QCL","Crops and livestock products","826","United Kingdom of Great Britain and Northern Ireland","5510","Production","01344.02","Cherries","2008","2008","t","1200","A","Official figure",""
"QCL","Crops and livestock products","826","United Kingdom of Great Britain and Northern Ireland","5510","Production","01344.02","Cherries","2009","2009","t","1250","E","Estimated value",""
"QCL","Crops and livestock products","826","United Kingdom of Great Britain and Northern Ireland","5510","Production","01344.02","Cherries","2010","2010","t","1200","A","Official figure",""
"QCL","Crops and livestock products","826","United Kingdom of Great Britain and Northern Ireland","5510","Production","01344.02","Cherries","2011","2011","t","1501","A","Official figure",""
"QCL","Crops and livestock products","826","United Kingdom of Great Britain and Northern Ireland","5510","Production","01344.02","Cherries","2012","2012","t","1662","A","Official figure",""
"QCL","Crops and livestock products","826","United Kingdom of Great Britain and Northern Ireland","5510","Production","01344.02","Cherries","2013","2013","t","3462","A","Official figure",""
"QCL","Crops and livestock products","826","United Kingdom of Great Britain and Northern Ireland","5510","Production","01344.02","Cherries","2014","2014","t","3990","A","Official figure",""
"QCL","Crops and livestock products","826","United Kingdom of Great Britain and Northern Ireland","5510","Production","01344.02","Cherries","2015","2015","t","4700","A","Official figure",""
"QCL","Crops and livestock products","826","United Kingdom of Great Britain and Northern Ireland","5510","Production","01344.02","Cherries","2016","2016","t","1700","A","Official figure",""
"QCL","Crops and livestock products","826","United Kingdom of Great Britain and Northern Ireland","5510","Production","01344.02","Cherries","2017","2017","t","6484","A","Official figure",""
"QCL","Crops and livestock products","826","United Kingdom of Great Britain and Northern Ireland","5510","Production","01344.02","Cherries","2018","2018","t","3568","A","Official figure",""
"QCL","Crops and livestock products","826","United Kingdom of Great Britain and Northern Ireland","5510","Production","01344.02","Cherries","2019","2019","t","5745","A","Official figure",""
"QCL","Crops and livestock products","826","United Kingdom of Great Britain and Northern Ireland","5510","Production","01344.02","Cherries","2020","2020","t","5647","A","Official figure",""
"QCL","Crops and livestock products","826","United Kingdom of Great Britain and Northern Ireland","5510","Production","01344.02","Cherries","2021","2021","t","3167.13","A","Official figure",""
"QCL","Crops and livestock products","826","United Kingdom of Great Britain and Northern Ireland","5510","Production","01344.02","Cherries","2022","2022","t","4098.6","A","Official figure",""
"QCL","Crops and livestock products","826","United Kingdom of Great Britain and Northern Ireland","5510","Production","01344.02","Cherries","2023","2023","t","4554","A","Official figure",""
"QCL","Crops and livestock products","826","United Kingdom of Great Britain and Northern Ireland","5510","Production","01344.02","Cherries","2024","2024","t","5920","A","Official figure",""
"QCL","Crops and livestock products","826","United Kingdom of Great Britain and Northern Ireland","5510","Production","01231","Chillies and peppers, green (Capsicum spp. and Pimenta spp.)","1961","1961","t","0","A","Official figure",""
"QCL","Crops and livestock products","826","United Kingdom of Great Britain and Northern Ireland","5510","Production","01231","Chillies and peppers, green (Capsicum spp. and Pimenta spp.)","1962","1962","t","0","A","Official figure",""
"QCL","Crops and livestock products","826","United Kingdom of Great Britain and Northern Ireland","5510","Production","01231","Chillies and peppers, green (Capsicum spp. and Pimenta spp.)","1963","1963","t","0","A","Official figure",""
"QCL","Crops and livestock products","826","United Kingdom of Great Britain and Northern Ireland","5510","Production","01231","Chillies and peppers, green (Capsicum spp. and Pimenta spp.)","1964","1964","t","0","A","Official figure",""
"QCL","Crops and livestock products","826","United Kingdom of Great Britain and Northern Ireland","5510","Production","01231","Chillies and peppers, green (Capsicum spp. and Pimenta spp.)","1965","1965","t","0","A","Official figure",""
"QCL","Crops and livestock products","826","United Kingdom of Great Britain and Northern Ireland","5510","Production","01231","Chillies and peppers, green (Capsicum spp. and Pimenta spp.)","1966","1966","t","0","A","Official figure",""
"QCL","Crops and livestock products","826","United Kingdom of Great Britain and Northern Ireland","5510","Production","01231","Chillies and peppers, green (Capsicum spp. and Pimenta spp.)","1967","1967","t","0","A","Official figure",""
"QCL","Crops and livestock products","826","United Kingdom of Great Britain and Northern Ireland","5510","Production","01231","Chillies and peppers, green (Capsicum spp. and Pimenta spp.)","1968","1968","t","0","A","Official figure",""
"QCL","Crops and livestock products","826","United Kingdom of Great Britain and Northern Ireland","5510","Production","01231","Chillies and peppers, green (Capsicum spp. and Pimenta spp.)","1969","1969","t","0","A","Official figure",""
"QCL","Crops and livestock products","826","United Kingdom of Great Britain and Northern Ireland","5510","Production","01231","Chillies and peppers, green (Capsicum spp. and Pimenta spp.)","1970","1970","t","0","A","Official figure",""
"QCL","Crops and livestock products","826","United Kingdom of Great Britain and Northern Ireland","5510","Production","01231","Chillies and peppers, green (Capsicum spp. and Pimenta spp.)","1971","1971","t","0","A","Official figure",""
"QCL","Crops and livestock products","826","United Kingdom of Great Britain and Northern Ireland","5510","Production","01231","Chillies and peppers, green (Capsicum spp. and Pimenta spp.)","1972","1972","t","0","A","Official figure",""
"QCL","Crops and livestock products","826","United Kingdom of Great Britain and Northern Ireland","5510","Production","01231","Chillies and peppers, green (Capsicum spp. and Pimenta spp.)","1973","1973","t","0","A","Official figure",""
"QCL","Crops and livestock products","826","United Kingdom of Great Britain and Northern Ireland","5510","Production","01231","Chillies and peppers, green (Capsicum spp. and Pimenta spp.)","1974","1974","t","0","A","Official figure",""
"QCL","Crops and livestock products","826","United Kingdom of Great Britain and Northern Ireland","5510","Production","01231","Chillies and peppers, green (Capsicum spp. and Pimenta spp.)","1975","1975","t","0","A","Official figure",""
"QCL","Crops and livestock products","826","United Kingdom of Great Britain and Northern Ireland","5510","Production","01231","Chillies and peppers, green (Capsicum spp. and Pimenta spp.)","1976","1976","t","0","A","Official figure",""
"QCL","Crops and livestock products","826","United Kingdom of Great Britain and Northern Ireland","5510","Production","01231","Chillies and peppers, green (Capsicum spp. and Pimenta spp.)","1977","1977","t","0","A","Official figure",""
"QCL","Crops and livestock products","826","United Kingdom of Great Britain and Northern Ireland","5510","Production","01231","Chillies and peppers, green (Capsicum spp. and Pimenta spp.)","1978","1978","t","0","A","Official figure",""
"QCL","Crops and livestock products","826","United Kingdom of Great Britain and Northern Ireland","5510","Production","01231","Chillies and peppers, green (Capsicum spp. and Pimenta spp.)","1979","1979","t","0","A","Official figure",""
"QCL","Crops and livestock products","826","United Kingdom of Great Britain and Northern Ireland","5510","Production","01231","Chillies and peppers, green (Capsicum spp. and Pimenta spp.)","1980","1980","t","0","A","Official figure",""
"QCL","Crops and livestock products","826","United Kingdom of Great Britain and Northern Ireland","5510","Production","01231","Chillies and peppers, green (Capsicum spp. and Pimenta spp.)","1981","1981","t","0","A","Official figure",""
"QCL","Crops and livestock products","826","United Kingdom of Great Britain and Northern Ireland","5510","Production","01231","Chillies and peppers, green (Capsicum spp. and Pimenta spp.)","1982","1982","t","0","A","Official figure",""
"QCL","Crops and livestock products","826","United Kingdom of Great Britain and Northern Ireland","5510","Production","01231","Chillies and peppers, green (Capsicum spp. and Pimenta spp.)","1983","1983","t","0","A","Official figure",""
"QCL","Crops and livestock products","826","United Kingdom of Great Britain and Northern Ireland","5510","Production","01231","Chillies and peppers, green (Capsicum spp. and Pimenta spp.)","1984","1984","t","0","A","Official figure",""
"QCL","Crops and livestock products","826","United Kingdom of Great Britain and Northern Ireland","5510","Production","01231","Chillies and peppers, green (Capsicum spp. and Pimenta spp.)","1985","1985","t","0","A","Official figure",""
"QCL","Crops and livestock products","826","United Kingdom of Great Britain and Northern Ireland","5510","Production","01231","Chillies and peppers, green (Capsicum spp. and Pimenta spp.)","1986","1986","t","0","A","Official figure",""
"QCL","Crops and livestock products","826","United Kingdom of Great Britain and Northern Ireland","5510","Production","01231","Chillies and peppers, green (Capsicum spp. and Pimenta spp.)","1987","1987","t","0","A","Official figure",""
"QCL","Crops and livestock products","826","United Kingdom of Great Britain and Northern Ireland","5510","Production","01231","Chillies and peppers, green (Capsicum spp. and Pimenta spp.)","1988","1988","t","0","A","Official figure",""
"QCL","Crops and livestock products","826","United Kingdom of Great Britain and Northern Ireland","5510","Production","01231","Chillies and peppers, green (Capsicum spp. and Pimenta spp.)","1989","1989","t","2700","X","Figure from external organization","Unofficial figure"
"QCL","Crops and livestock products","826","United Kingdom of Great Britain and Northern Ireland","5510","Production","01231","Chillies and peppers, green (Capsicum spp. and Pimenta spp.)","1990","1990","t","3440","A","Official figure",""
"QCL","Crops and livestock products","826","United Kingdom of Great Britain and Northern Ireland","5510","Production","01231","Chillies and peppers, green (Capsicum spp. and Pimenta spp.)","1991","1991","t","3786","A","Official figure",""
"QCL","Crops and livestock products","826","United Kingdom of Great Britain and Northern Ireland","5510","Production","01231","Chillies and peppers, green (Capsicum spp. and Pimenta spp.)","1992","1992","t","4050","A","Official figure",""
"QCL","Crops and livestock products","826","United Kingdom of Great Britain and Northern Ireland","5510","Production","01231","Chillies and peppers, green (Capsicum spp. and Pimenta spp.)","1993","1993","t","6041","A","Official figure",""
"QCL","Crops and livestock products","826","United Kingdom of Great Britain and Northern Ireland","5510","Production","01231","Chillies and peppers, green (Capsicum spp. and Pimenta spp.)","1994","1994","t","6192","A","Official figure",""
"QCL","Crops and livestock products","826","United Kingdom of Great Britain and Northern Ireland","5510","Production","01231","Chillies and peppers, green (Capsicum spp. and Pimenta spp.)","1995","1995","t","7500","A","Official figure",""
"QCL","Crops and livestock products","826","United Kingdom of Great Britain and Northern Ireland","5510","Production","01231","Chillies and peppers, green (Capsicum spp. and Pimenta spp.)","1996","1996","t","5900","A","Official figure",""
"QCL","Crops and livestock products","826","United Kingdom of Great Britain and Northern Ireland","5510","Production","01231","Chillies and peppers, green (Capsicum spp. and Pimenta spp.)","1997","1997","t","6900","A","Official figure",""
"QCL","Crops and livestock products","826","United Kingdom of Great Britain and Northern Ireland","5510","Production","01231","Chillies and peppers, green (Capsicum spp. and Pimenta spp.)","1998","1998","t","7100","A","Official figure",""
"QCL","Crops and livestock products","826","United Kingdom of Great Britain and Northern Ireland","5510","Production","01231","Chillies and peppers, green (Capsicum spp. and Pimenta spp.)","1999","1999","t","10200","A","Official figure",""
"QCL","Crops and livestock products","826","United Kingdom of Great Britain and Northern Ireland","5510","Production","01231","Chillies and peppers, green (Capsicum spp. and Pimenta spp.)","2000","2000","t","10800","A","Official figure",""
"QCL","Crops and livestock products","826","United Kingdom of Great Britain and Northern Ireland","5510","Production","01231","Chillies and peppers, green (Capsicum spp. and Pimenta spp.)","2001","2001","t","11200","A","Official figure",""
"QCL","Crops and livestock products","826","United Kingdom of Great Britain and Northern Ireland","5510","Production","01231","Chillies and peppers, green (Capsicum spp. and Pimenta spp.)","2002","2002","t","12900","A","Official figure",""
"QCL","Crops and livestock products","826","United Kingdom of Great Britain and Northern Ireland","5510","Production","01231","Chillies and peppers, green (Capsicum spp. and Pimenta spp.)","2003","2003","t","13000","A","Official figure",""
"QCL","Crops and livestock products","826","United Kingdom of Great Britain and Northern Ireland","5510","Production","01231","Chillies and peppers, green (Capsicum spp. and Pimenta spp.)","2004","2004","t","13600","A","Official figure",""
"QCL","Crops and livestock products","826","United Kingdom of Great Britain and Northern Ireland","5510","Production","01231","Chillies and peppers, green (Capsicum spp. and Pimenta spp.)","2005","2005","t","13600","A","Official figure",""
"QCL","Crops and livestock products","826","United Kingdom of Great Britain and Northern Ireland","5510","Production","01231","Chillies and peppers, green (Capsicum spp. and Pimenta spp.)","2006","2006","t","16000","A","Official figure",""
"QCL","Crops and livestock products","826","United Kingdom of Great Britain and Northern Ireland","5510","Production","01231","Chillies and peppers, green (Capsicum spp. and Pimenta spp.)","2007","2007","t","14900","A","Official figure",""
"QCL","Crops and livestock products","826","United Kingdom of Great Britain and Northern Ireland","5510","Production","01231","Chillies and peppers, green (Capsicum spp. and Pimenta spp.)","2008","2008","t","16300","A","Official figure",""
"QCL","Crops and livestock products","826","United Kingdom of Great Britain and Northern Ireland","5510","Production","01231","Chillies and peppers, green (Capsicum spp. and Pimenta spp.)","2009","2009","t","19400","A","Official figure",""
"QCL","Crops and livestock products","826","United Kingdom of Great Britain and Northern Ireland","5510","Production","01231","Chillies and peppers, green (Capsicum spp. and Pimenta spp.)","2010","2010","t","19200","A","Official figure",""
"QCL","Crops and livestock products","826","United Kingdom of Great Britain and Northern Ireland","5510","Production","01231","Chillies and peppers, green (Capsicum spp. and Pimenta spp.)","2011","2011","t","19100","A","Official figure",""
"QCL","Crops and livestock products","826","United Kingdom of Great Britain and Northern Ireland","5510","Production","01231","Chillies and peppers, green (Capsicum spp. and Pimenta spp.)","2012","2012","t","21300","A","Official figure",""
"QCL","Crops and livestock products","826","United Kingdom of Great Britain and Northern Ireland","5510","Production","01231","Chillies and peppers, green (Capsicum spp. and Pimenta spp.)","2013","2013","t","23500","A","Official figure",""
"QCL","Crops and livestock products","826","United Kingdom of Great Britain and Northern Ireland","5510","Production","01231","Chillies and peppers, green (Capsicum spp. and Pimenta spp.)","2014","2014","t","23700","A","Official figure",""
"QCL","Crops and livestock products","826","United Kingdom of Great Britain and Northern Ireland","5510","Production","01231","Chillies and peppers, green (Capsicum spp. and Pimenta spp.)","2015","2015","t","23100","A","Official figure",""
"QCL","Crops and livestock products","826","United Kingdom of Great Britain and Northern Ireland","5510","Production","01231","Chillies and peppers, green (Capsicum spp. and Pimenta spp.)","2016","2016","t","23040","A","Official figure",""
"QCL","Crops and livestock products","826","United Kingdom of Great Britain and Northern Ireland","5510","Production","01231","Chillies and peppers, green (Capsicum spp. and Pimenta spp.)","2017","2017","t","20570","A","Official figure",""
"QCL","Crops and livestock products","826","United Kingdom of Great Britain and Northern Ireland","5510","Production","01231","Chillies and peppers, green (Capsicum spp. and Pimenta spp.)","2018","2018","t","20640","A","Official figure",""
"QCL","Crops and livestock products","826","United Kingdom of Great Britain and Northern Ireland","5510","Production","01231","Chillies and peppers, green (Capsicum spp. and Pimenta spp.)","2019","2019","t","20435","A","Official figure",""
"QCL","Crops and livestock products","826","United Kingdom of Great Britain and Northern Ireland","5510","Production","01231","Chillies and peppers, green (Capsicum spp. and Pimenta spp.)","2020","2020","t","19975","A","Official figure",""
"QCL","Crops and livestock products","826","United Kingdom of Great Britain and Northern Ireland","5510","Production","01231","Chillies and peppers, green (Capsicum spp. and Pimenta spp.)","2021","2021","t","18130.56","A","Official figure",""
"QCL","Crops and livestock products","826","United Kingdom of Great Britain and Northern Ireland","5510","Production","01231","Chillies and peppers, green (Capsicum spp. and Pimenta spp.)","2022","2022","t","18260","A","Official figure",""
"QCL","Crops and livestock products","826","United Kingdom of Great Britain and Northern Ireland","5510","Production","01231","Chillies and peppers, green (Capsicum spp. and Pimenta spp.)","2023","2023","t","17090.3","A","Official figure",""
"QCL","Crops and livestock products","826","United Kingdom of Great Britain and Northern Ireland","5510","Production","01231","Chillies and peppers, green (Capsicum spp. and Pimenta spp.)","2024","2024","t","17091.3","A","Official figure",""
"QCL","Crops and livestock products","826","United Kingdom of Great Britain and Northern Ireland","5510","Production","01232","Cucumbers and gherkins","1961","1961","t","32514","A","Official figure",""
"QCL","Crops and livestock products","826","United Kingdom of Great Britain and Northern Ireland","5510","Production","01232","Cucumbers and gherkins","1962","1962","t","32514","A","Official figure",""
"QCL","Crops and livestock products","826","United Kingdom of Great Britain and Northern Ireland","5510","Production","01232","Cucumbers and gherkins","1963","1963","t","32514","A","Official figure",""
"QCL","Crops and livestock products","826","United Kingdom of Great Britain and Northern Ireland","5510","Production","01232","Cucumbers and gherkins","1964","1964","t","30482","A","Official figure",""
"QCL","Crops and livestock products","826","United Kingdom of Great Britain and Northern Ireland","5510","Production","01232","Cucumbers and gherkins","1965","1965","t","33530","A","Official figure",""
"QCL","Crops and livestock products","826","United Kingdom of Great Britain and Northern Ireland","5510","Production","01232","Cucumbers and gherkins","1966","1966","t","30583","A","Official figure",""
"QCL","Crops and livestock products","826","United Kingdom of Great Britain and Northern Ireland","5510","Production","01232","Cucumbers and gherkins","1967","1967","t","31498","A","Official figure",""
"QCL","Crops and livestock products","826","United Kingdom of Great Britain and Northern Ireland","5510","Production","01232","Cucumbers and gherkins","1968","1968","t","29669","A","Official figure",""
"QCL","Crops and livestock products","826","United Kingdom of Great Britain and Northern Ireland","5510","Production","01232","Cucumbers and gherkins","1969","1969","t","30482","A","Official figure",""
"QCL","Crops and livestock products","826","United Kingdom of Great Britain and Northern Ireland","5510","Production","01232","Cucumbers and gherkins","1970","1970","t","33733","A","Official figure",""
"QCL","Crops and livestock products","826","United Kingdom of Great Britain and Northern Ireland","5510","Production","01232","Cucumbers and gherkins","1971","1971","t","39220","A","Official figure",""
"QCL","Crops and livestock products","826","United Kingdom of Great Britain and Northern Ireland","5510","Production","01232","Cucumbers and gherkins","1972","1972","t","36883","A","Official figure",""
"QCL","Crops and livestock products","826","United Kingdom of Great Britain and Northern Ireland","5510","Production","01232","Cucumbers and gherkins","1973","1973","t","32209","A","Official figure",""
"QCL","Crops and livestock products","826","United Kingdom of Great Britain and Northern Ireland","5510","Production","01232","Cucumbers and gherkins","1974","1974","t","42800","A","Official figure",""
"QCL","Crops and livestock products","826","United Kingdom of Great Britain and Northern Ireland","5510","Production","01232","Cucumbers and gherkins","1975","1975","t","46900","A","Official figure",""
"QCL","Crops and livestock products","826","United Kingdom of Great Britain and Northern Ireland","5510","Production","01232","Cucumbers and gherkins","1976","1976","t","52000","A","Official figure",""
"QCL","Crops and livestock products","826","United Kingdom of Great Britain and Northern Ireland","5510","Production","01232","Cucumbers and gherkins","1977","1977","t","52200","A","Official figure",""
"QCL","Crops and livestock products","826","United Kingdom of Great Britain and Northern Ireland","5510","Production","01232","Cucumbers and gherkins","1978","1978","t","58400","A","Official figure",""
