area,item,element,year,unit,value
United Kingdom of Great Britain and Northern Ireland,Maize (corn),Crop residues (Direct emissions N2O),1973,kt,8e-4
United Kingdom of Great Britain and Northern Ireland,Maize (corn),Crop residues (Indirect emissions N2O),1973,kt,2e-4
United Kingdom of Great Britain and Northern Ireland,Maize (corn),"Burning crop residues (Biomass burned, dry matter)",1973,t,1500
United Kingdom of Great Britain and Northern Ireland,Maize (corn),Burning crop residues (Emissions N2O),1973,kt,1e-4
United Kingdom of Great Britain and Northern Ireland,Maize (corn),Burning crop residues (Emissions CH4),1973,kt,0.0041
United Kingdom of Great Britain and Northern Ireland,Maize (corn),Crop residues (N content),1974,kg,26577.4954
United Kingdom of Great Britain and Northern Ireland,Maize (corn),Crop residues (Emissions N2O),1974,kt,5e-4
United Kingdom of Great Britain and Northern Ireland,Maize (corn),Crop residues (Direct emissions N2O),1974,kt,4e-4
United Kingdom of Great Britain and Northern Ireland,Maize (corn),Crop residues (Indirect emissions N2O),1974,kt,1e-4
United Kingdom of Great Britain and Northern Ireland,Maize (corn),"Burning crop residues (Biomass burned, dry matter)",1974,t,1000
United Kingdom of Great Britain and Northern Ireland,Maize (corn),Burning crop residues (Emissions N2O),1974,kt,1e-4
United Kingdom of Great Britain and Northern Ireland,Maize (corn),Burning crop residues (Emissions CH4),1974,kt,0.0027
United Kingdom of Great Britain and Northern Ireland,Maize (corn),Crop residues (N content),1975,kg,26577.4954
United Kingdom of Great Britain and Northern Ireland,Maize (corn),Crop residues (Emissions N2O),1975,kt,5e-4
United Kingdom of Great Britain and Northern Ireland,Maize (corn),Crop residues (Direct emissions N2O),1975,kt,4e-4
United Kingdom of Great Britain and Northern Ireland,Maize (corn),Crop residues (Indirect emissions N2O),1975,kt,1e-4
United Kingdom of Great Britain and Northern Ireland,Maize (corn),"Burning crop residues (Biomass burned, dry matter)",1975,t,1000
United Kingdom of Great Britain and Northern Ireland,Maize (corn),Burning crop residues (Emissions N2O),1975,kt,1e-4
United Kingdom of Great Britain and Northern Ireland,Maize (corn),Burning crop residues (Emissions CH4),1975,kt,0.0027
United Kingdom of Great Britain and Northern Ireland,Maize (corn),Crop residues (N content),1976,kg,19128.813
United Kingdom of Great Britain and Northern Ireland,Maize (corn),Crop residues (Emissions N2O),1976,kt,4e-4
United Kingdom of Great Britain and Northern Ireland,Maize (corn),Crop residues (Direct emissions N2O),1976,kt,3e-4
United Kingdom of Great Britain and Northern Ireland,Maize (corn),Crop residues (Indirect emissions N2O),1976,kt,1e-4
United Kingdom of Great Britain and Northern Ireland,Maize (corn),"Burning crop residues (Biomass burned, dry matter)",1976,t,1000
United Kingdom of Great Britain and Northern Ireland,Maize (corn),Burning crop residues (Emissions N2O),1976,kt,1e-4
United Kingdom of Great Britain and Northern Ireland,Maize (corn),Burning crop residues (Emissions CH4),1976,kt,0.0027
United Kingdom of Great Britain and Northern Ireland,Maize (corn),Crop residues (N content),1977,kg,26226.0283
United Kingdom of Great Britain and Northern Ireland,Maize (corn),Crop residues (Emissions N2O),1977,kt,5e-4
United Kingdom of Great Britain and Northern Ireland,Maize (corn),Crop residues (Direct emissions N2O),1977,kt,4e-4
United Kingdom of Great Britain and Northern Ireland,Maize (corn),Crop residues (Indirect emissions N2O),1977,kt,1e-4
United Kingdom of Great Britain and Northern Ireland,Maize (corn),"Burning crop residues (Biomass burned, dry matter)",1977,t,917
United Kingdom of Great Britain and Northern Ireland,Maize (corn),Burning crop residues (Emissions N2O),1977,kt,1e-4
United Kingdom of Great Britain and Northern Ireland,Maize (corn),Burning crop residues (Emissions CH4),1977,kt,0.0025
United Kingdom of Great Britain and Northern Ireland,Maize (corn),Crop residues (N content),1978,kg,17660.5631
United Kingdom of Great Britain and Northern Ireland,Maize (corn),Crop residues (Emissions N2O),1978,kt,3e-4
United Kingdom of Great Britain and Northern Ireland,Maize (corn),Crop residues (Direct emissions N2O),1978,kt,3e-4
United Kingdom of Great Britain and Northern Ireland,Maize (corn),Crop residues (Indirect emissions N2O),1978,kt,1e-4
United Kingdom of Great Britain and Northern Ireland,Maize (corn),"Burning crop residues (Biomass burned, dry matter)",1978,t,653
United Kingdom of Great Britain and Northern Ireland,Maize (corn),Burning crop residues (Emissions N2O),1978,kt,0
United Kingdom of Great Britain and Northern Ireland,Maize (corn),Burning crop residues (Emissions CH4),1978,kt,0.0018
United Kingdom of Great Britain and Northern Ireland,Maize (corn),Crop residues (N content),1979,kg,8782.2948
United Kingdom of Great Britain and Northern Ireland,Maize (corn),Crop residues (Emissions N2O),1979,kt,2e-4
United Kingdom of Great Britain and Northern Ireland,Maize (corn),Crop residues (Direct emissions N2O),1979,kt,1e-4
United Kingdom of Great Britain and Northern Ireland,Maize (corn),Crop residues (Indirect emissions N2O),1979,kt,0
United Kingdom of Great Britain and Northern Ireland,Maize (corn),"Burning crop residues (Biomass burned, dry matter)",1979,t,500
United Kingdom of Great Britain and Northern Ireland,Maize (corn),Burning crop residues (Emissions N2O),1979,kt,0
United Kingdom of Great Britain and Northern Ireland,Maize (corn),Burning crop residues (Emissions CH4),1979,kt,0.0014
United Kingdom of Great Britain and Northern Ireland,Maize (corn),Crop residues (N content),1980,kg,7962.9397
United Kingdom of Great Britain and Northern Ireland,Maize (corn),Crop residues (Emissions N2O),1980,kt,2e-4
United Kingdom of Great Britain and Northern Ireland,Maize (corn),Crop residues (Direct emissions N2O),1980,kt,1e-4
United Kingdom of Great Britain and Northern Ireland,Maize (corn),Crop residues (Indirect emissions N2O),1980,kt,0
United Kingdom of Great Britain and Northern Ireland,Maize (corn),"Burning crop residues (Biomass burned, dry matter)",1980,t,500
United Kingdom of Great Britain and Northern Ireland,Maize (corn),Burning crop residues (Emissions N2O),1980,kt,0
United Kingdom of Great Britain and Northern Ireland,Maize (corn),Burning crop residues (Emissions CH4),1980,kt,0.0014
United Kingdom of Great Britain and Northern Ireland,Oats,Crop residues (N content),1961,kg,20721746.2396
United Kingdom of Great Britain and Northern Ireland,Oats,Crop residues (Emissions N2O),1961,kt,0.3989
United Kingdom of Great Britain and Northern Ireland,Oats,Crop residues (Direct emissions N2O),1961,kt,0.3256
United Kingdom of Great Britain and Northern Ireland,Oats,Crop residues (Indirect emissions N2O),1961,kt,0.0733
United Kingdom of Great Britain and Northern Ireland,Oats,Crop residues (N content),1962,kg,19372566.889
United Kingdom of Great Britain and Northern Ireland,Oats,Crop residues (Emissions N2O),1962,kt,0.3729
United Kingdom of Great Britain and Northern Ireland,Oats,Crop residues (Direct emissions N2O),1962,kt,0.3044
United Kingdom of Great Britain and Northern Ireland,Oats,Crop residues (Indirect emissions N2O),1962,kt,0.0685
United Kingdom of Great Britain and Northern Ireland,Oats,Crop residues (N content),1963,kg,16148414.0145
United Kingdom of Great Britain and Northern Ireland,Oats,Crop residues (Emissions N2O),1963,kt,0.3109
United Kingdom of Great Britain and Northern Ireland,Oats,Crop residues (Direct emissions N2O),1963,kt,0.2538
United Kingdom of Great Britain and Northern Ireland,Oats,Crop residues (Indirect emissions N2O),1963,kt,0.0571
United Kingdom of Great Britain and Northern Ireland,Oats,Crop residues (N content),1964,kg,14674203.5721
United Kingdom of Great Britain and Northern Ireland,Oats,Crop residues (Emissions N2O),1964,kt,0.2825
United Kingdom of Great Britain and Northern Ireland,Oats,Crop residues (Direct emissions N2O),1964,kt,0.2306
United Kingdom of Great Britain and Northern Ireland,Oats,Crop residues (Indirect emissions N2O),1964,kt,0.0519
United Kingdom of Great Britain and Northern Ireland,Oats,Crop residues (N content),1965,kg,13378201.6251
United Kingdom of Great Britain and Northern Ireland,Oats,Crop residues (Emissions N2O),1965,kt,0.2575
United Kingdom of Great Britain and Northern Ireland,Oats,Crop residues (Direct emissions N2O),1965,kt,0.2102
United Kingdom of Great Britain and Northern Ireland,Oats,Crop residues (Indirect emissions N2O),1965,kt,0.0473
United Kingdom of Great Britain and Northern Ireland,Oats,Crop residues (N content),1966,kg,12120566.7996
United Kingdom of Great Britain and Northern Ireland,Oats,Crop residues (Emissions N2O),1966,kt,0.2333
United Kingdom of Great Britain and Northern Ireland,Oats,Crop residues (Direct emissions N2O),1966,kt,0.1905
United Kingdom of Great Britain and Northern Ireland,Oats,Crop residues (Indirect emissions N2O),1966,kt,0.0429
United Kingdom of Great Britain and Northern Ireland,Oats,Crop residues (N content),1967,kg,14656733.9838
United Kingdom of Great Britain and Northern Ireland,Oats,Crop residues (Emissions N2O),1967,kt,0.2821
United Kingdom of Great Britain and Northern Ireland,Oats,Crop residues (Direct emissions N2O),1967,kt,0.2303
United Kingdom of Great Britain and Northern Ireland,Oats,Crop residues (Indirect emissions N2O),1967,kt,0.0518
United Kingdom of Great Britain and Northern Ireland,Oats,Crop residues (N content),1968,kg,13082922.0433
United Kingdom of Great Britain and Northern Ireland,Oats,Crop residues (Emissions N2O),1968,kt,0.2518
United Kingdom of Great Britain and Northern Ireland,Oats,Crop residues (Direct emissions N2O),1968,kt,0.2056
United Kingdom of Great Britain and Northern Ireland,Oats,Crop residues (Indirect emissions N2O),1968,kt,0.0463
United Kingdom of Great Britain and Northern Ireland,Oats,Crop residues (N content),1969,kg,13792643.9802
United Kingdom of Great Britain and Northern Ireland,Oats,Crop residues (Emissions N2O),1969,kt,0.2655
United Kingdom of Great Britain and Northern Ireland,Oats,Crop residues (Direct emissions N2O),1969,kt,0.2167
United Kingdom of Great Britain and Northern Ireland,Oats,Crop residues (Indirect emissions N2O),1969,kt,0.0488
United Kingdom of Great Britain and Northern Ireland,Oats,Crop residues (N content),1970,kg,12978448.4681
United Kingdom of Great Britain and Northern Ireland,Oats,Crop residues (Emissions N2O),1970,kt,0.2498
United Kingdom of Great Britain and Northern Ireland,Oats,Crop residues (Direct emissions N2O),1970,kt,0.2039
United Kingdom of Great Britain and Northern Ireland,Oats,Crop residues (Indirect emissions N2O),1970,kt,0.0459
United Kingdom of Great Britain and Northern Ireland,Oats,Crop residues (N content),1971,kg,14059304.0234
United Kingdom of Great Britain and Northern Ireland,Oats,Crop residues (Emissions N2O),1971,kt,0.2706
United Kingdom of Great Britain and Northern Ireland,Oats,Crop residues (Direct emissions N2O),1971,kt,0.2209
United Kingdom of Great Britain and Northern Ireland,Oats,Crop residues (Indirect emissions N2O),1971,kt,0.0497
United Kingdom of Great Britain and Northern Ireland,Oats,Crop residues (N content),1972,kg,12794754.7058
United Kingdom of Great Britain and Northern Ireland,Oats,Crop residues (Emissions N2O),1972,kt,0.2463
United Kingdom of Great Britain and Northern Ireland,Oats,Crop residues (Direct emissions N2O),1972,kt,0.2011
United Kingdom of Great Britain and Northern Ireland,Oats,Crop residues (Indirect emissions N2O),1972,kt,0.0452
United Kingdom of Great Britain and Northern Ireland,Oats,Crop residues (N content),1973,kg,11129942.3474
United Kingdom of Great Britain and Northern Ireland,Oats,Crop residues (Emissions N2O),1973,kt,0.2143
United Kingdom of Great Britain and Northern Ireland,Oats,Crop residues (Direct emissions N2O),1973,kt,0.1749
United Kingdom of Great Britain and Northern Ireland,Oats,Crop residues (Indirect emissions N2O),1973,kt,0.0394
United Kingdom of Great Britain and Northern Ireland,Oats,Crop residues (N content),1974,kg,9847261.4318
United Kingdom of Great Britain and Northern Ireland,Oats,Crop residues (Emissions N2O),1974,kt,0.1896
United Kingdom of Great Britain and Northern Ireland,Oats,Crop residues (Direct emissions N2O),1974,kt,0.1547
United Kingdom of Great Britain and Northern Ireland,Oats,Crop residues (Indirect emissions N2O),1974,kt,0.0348
United Kingdom of Great Britain and Northern Ireland,Oats,Crop residues (N content),1975,kg,8350129.9657
United Kingdom of Great Britain and Northern Ireland,Oats,Crop residues (Emissions N2O),1975,kt,0.1607
United Kingdom of Great Britain and Northern Ireland,Oats,Crop residues (Direct emissions N2O),1975,kt,0.1312
United Kingdom of Great Britain and Northern Ireland,Oats,Crop residues (Indirect emissions N2O),1975,kt,0.0295
United Kingdom of Great Britain and Northern Ireland,Oats,Crop residues (N content),1976,kg,8106321.9284
United Kingdom of Great Britain and Northern Ireland,Oats,Crop residues (Emissions N2O),1976,kt,0.156
United Kingdom of Great Britain and Northern Ireland,Oats,Crop residues (Direct emissions N2O),1976,kt,0.1274
United Kingdom of Great Britain and Northern Ireland,Oats,Crop residues (Indirect emissions N2O),1976,kt,0.0287
United Kingdom of Great Britain and Northern Ireland,Oats,Crop residues (N content),1977,kg,8026155.6601
United Kingdom of Great Britain and Northern Ireland,Oats,Crop residues (Emissions N2O),1977,kt,0.1545
United Kingdom of Great Britain and Northern Ireland,Oats,Crop residues (Direct emissions N2O),1977,kt,0.1261
United Kingdom of Great Britain and Northern Ireland,Oats,Crop residues (Indirect emissions N2O),1977,kt,0.0284
United Kingdom of Great Britain and Northern Ireland,Oats,Crop residues (N content),1978,kg,7210731.972
United Kingdom of Great Britain and Northern Ireland,Oats,Crop residues (Emissions N2O),1978,kt,0.1388
United Kingdom of Great Britain and Northern Ireland,Oats,Crop residues (Direct emissions N2O),1978,kt,0.1133
United Kingdom of Great Britain and Northern Ireland,Oats,Crop residues (Indirect emissions N2O),1978,kt,0.0255
United Kingdom of Great Britain and Northern Ireland,Oats,Crop residues (N content),1979,kg,5522945.3902
United Kingdom of Great Britain and Northern Ireland,Oats,Crop residues (Emissions N2O),1979,kt,0.1063
United Kingdom of Great Britain and Northern Ireland,Oats,Crop residues (Direct emissions N2O),1979,kt,0.0868
United Kingdom of Great Britain and Northern Ireland,Oats,Crop residues (Indirect emissions N2O),1979,kt,0.0195
United Kingdom of Great Britain and Northern Ireland,Oats,Crop residues (N content),1980,kg,6093998.9448
United Kingdom of Great Britain and Northern Ireland,Oats,Crop residues (Emissions N2O),1980,kt,0.1173
United Kingdom of Great Britain and Northern Ireland,Oats,Crop residues (Direct emissions N2O),1980,kt,0.0958
United Kingdom of Great Britain and Northern Ireland,Oats,Crop residues (Indirect emissions N2O),1980,kt,0.0215
United Kingdom of Great Britain and Northern Ireland,Oats,Crop residues (N content),1981,kg,6234232.8389
United Kingdom of Great Britain and Northern Ireland,Oats,Crop residues (Emissions N2O),1981,kt,0.12
United Kingdom of Great Britain and Northern Ireland,Oats,Crop residues (Direct emissions N2O),1981,kt,0.098
United Kingdom of Great Britain and Northern Ireland,Oats,Crop residues (Indirect emissions N2O),1981,kt,0.022
United Kingdom of Great Britain and Northern Ireland,Oats,Crop residues (N content),1982,kg,5748219.0804
United Kingdom of Great Britain and Northern Ireland,Oats,Crop residues (Emissions N2O),1982,kt,0.1107
United Kingdom of Great Britain and Northern Ireland,Oats,Crop residues (Direct emissions N2O),1982,kt,0.0903
United Kingdom of Great Britain and Northern Ireland,Oats,Crop residues (Indirect emissions N2O),1982,kt,0.0203
United Kingdom of Great Britain and Northern Ireland,Oats,Crop residues (N content),1983,kg,4683964.8023
United Kingdom of Great Britain and Northern Ireland,Oats,Crop residues (Emissions N2O),1983,kt,0.0902
United Kingdom of Great Britain and Northern Ireland,Oats,Crop residues (Direct emissions N2O),1983,kt,0.0736
United Kingdom of Great Britain and Northern Ireland,Oats,Crop residues (Indirect emissions N2O),1983,kt,0.0166
United Kingdom of Great Britain and Northern Ireland,Oats,Crop residues (N content),1984,kg,5094798.6357
United Kingdom of Great Britain and Northern Ireland,Oats,Crop residues (Emissions N2O),1984,kt,0.0981
United Kingdom of Great Britain and Northern Ireland,Oats,Crop residues (Direct emissions N2O),1984,kt,0.0801
United Kingdom of Great Britain and Northern Ireland,Oats,Crop residues (Indirect emissions N2O),1984,kt,0.018
United Kingdom of Great Britain and Northern Ireland,Oats,Crop residues (N content),1985,kg,6110437.689
United Kingdom of Great Britain and Northern Ireland,Oats,Crop residues (Emissions N2O),1985,kt,0.1176
United Kingdom of Great Britain and Northern Ireland,Oats,Crop residues (Direct emissions N2O),1985,kt,0.096
United Kingdom of Great Britain and Northern Ireland,Oats,Crop residues (Indirect emissions N2O),1985,kt,0.0216
United Kingdom of Great Britain and Northern Ireland,Oats,Crop residues (N content),1986,kg,4911655.8154
United Kingdom of Great Britain and Northern Ireland,Oats,Crop residues (Emissions N2O),1986,kt,0.0945
United Kingdom of Great Britain and Northern Ireland,Oats,Crop residues (Direct emissions N2O),1986,kt,0.0772
United Kingdom of Great Britain and Northern Ireland,Oats,Crop residues (Indirect emissions N2O),1986,kt,0.0174
United Kingdom of Great Britain and Northern Ireland,Oats,Crop residues (N content),1987,kg,4484195.7461
United Kingdom of Great Britain and Northern Ireland,Oats,Crop residues (Emissions N2O),1987,kt,0.0863
United Kingdom of Great Britain and Northern Ireland,Oats,Crop residues (Direct emissions N2O),1987,kt,0.0705
United Kingdom of Great Britain and Northern Ireland,Oats,Crop residues (Indirect emissions N2O),1987,kt,0.0159
United Kingdom of Great Britain and Northern Ireland,Oats,Crop residues (N content),1988,kg,5456614.8303
United Kingdom of Great Britain and Northern Ireland,Oats,Crop residues (Emissions N2O),1988,kt,0.105
United Kingdom of Great Britain and Northern Ireland,Oats,Crop residues (Direct emissions N2O),1988,kt,0.0857
United Kingdom of Great Britain and Northern Ireland,Oats,Crop residues (Indirect emissions N2O),1988,kt,0.0193
United Kingdom of Great Britain and Northern Ireland,Oats,Crop residues (N content),1989,kg,5287900.3746
United Kingdom of Great Britain and Northern Ireland,Oats,Crop residues (Emissions N2O),1989,kt,0.1018
United Kingdom of Great Britain and Northern Ireland,Oats,Crop residues (Direct emissions N2O),1989,kt,0.0831
United Kingdom of Great Britain and Northern Ireland,Oats,Crop residues (Indirect emissions N2O),1989,kt,0.0187
United Kingdom of Great Britain and Northern Ireland,Oats,Crop residues (N content),1990,kg,5207687.7598
United Kingdom of Great Britain and Northern Ireland,Oats,Crop residues (Emissions N2O),1990,kt,0.1002
United Kingdom of Great Britain and Northern Ireland,Oats,Crop residues (Direct emissions N2O),1990,kt,0.0818
United Kingdom of Great Britain and Northern Ireland,Oats,Crop residues (Indirect emissions N2O),1990,kt,0.0184
United Kingdom of Great Britain and Northern Ireland,Oats,Crop residues (N content),1991,kg,5105651.514
United Kingdom of Great Britain and Northern Ireland,Oats,Crop residues (Emissions N2O),1991,kt,0.0983
United Kingdom of Great Britain and Northern Ireland,Oats,Crop residues (Direct emissions N2O),1991,kt,0.0802
United Kingdom of Great Britain and Northern Ireland,Oats,Crop residues (Indirect emissions N2O),1991,kt,0.0181
United Kingdom of Great Britain and Northern Ireland,Oats,Crop residues (N content),1992,kg,4927498.3828
United Kingdom of Great Britain and Northern Ireland,Oats,Crop residues (Emissions N2O),1992,kt,0.0949
United Kingdom of Great Britain and Northern Ireland,Oats,Crop residues (Direct emissions N2O),1992,kt,0.0774
United Kingdom of Great Britain and Northern Ireland,Oats,Crop residues (Indirect emissions N2O),1992,kt,0.0174
United Kingdom of Great Britain and Northern Ireland,Oats,Crop residues (N content),1993,kg,4676848.9207
United Kingdom of Great Britain and Northern Ireland,Oats,Crop residues (Emissions N2O),1993,kt,0.09
United Kingdom of Great Britain and Northern Ireland,Oats,Crop residues (Direct emissions N2O),1993,kt,0.0735
United Kingdom of Great Britain and Northern Ireland,Oats,Crop residues (Indirect emissions N2O),1993,kt,0.0165
United Kingdom of Great Britain and Northern Ireland,Oats,Crop residues (N content),1994,kg,5786388.6125
United Kingdom of Great Britain and Northern Ireland,Oats,Crop residues (Emissions N2O),1994,kt,0.1114
United Kingdom of Great Britain and Northern Ireland,Oats,Crop residues (Direct emissions N2O),1994,kt,0.0909
United Kingdom of Great Britain and Northern Ireland,Oats,Crop residues (Indirect emissions N2O),1994,kt,0.0205
United Kingdom of Great Britain and Northern Ireland,Oats,Crop residues (N content),1995,kg,5969484.7692
United Kingdom of Great Britain and Northern Ireland,Oats,Crop residues (Emissions N2O),1995,kt,0.1149
United Kingdom of Great Britain and Northern Ireland,Oats,Crop residues (Direct emissions N2O),1995,kt,0.0938
United Kingdom of Great Britain and Northern Ireland,Oats,Crop residues (Indirect emissions N2O),1995,kt,0.0211
United Kingdom of Great Britain and Northern Ireland,Oats,Crop residues (N content),1996,kg,5630123.9806
United Kingdom of Great Britain and Northern Ireland,Oats,Crop residues (Emissions N2O),1996,kt,0.1084
United Kingdom of Great Britain and Northern Ireland,Oats,Crop residues (Direct emissions N2O),1996,kt,0.0885
United Kingdom of Great Britain and Northern Ireland,Oats,Crop residues (Indirect emissions N2O),1996,kt,0.0199
United Kingdom of Great Britain and Northern Ireland,Oats,Crop residues (N content),1997,kg,5551161.044
United Kingdom of Great Britain and Northern Ireland,Oats,Crop residues (Emissions N2O),1997,kt,0.1069
United Kingdom of Great Britain and Northern Ireland,Oats,Crop residues (Direct emissions N2O),1997,kt,0.0872
United Kingdom of Great Britain and Northern Ireland,Oats,Crop residues (Indirect emissions N2O),1997,kt,0.0196
United Kingdom of Great Britain and Northern Ireland,Oats,Crop residues (N content),1998,kg,5611521.4669
United Kingdom of Great Britain and Northern Ireland,Oats,Crop residues (Emissions N2O),1998,kt,0.108
United Kingdom of Great Britain and Northern Ireland,Oats,Crop residues (Direct emissions N2O),1998,kt,0.0882
United Kingdom of Great Britain and Northern Ireland,Oats,Crop residues (Indirect emissions N2O),1998,kt,0.0198
United Kingdom of Great Britain and Northern Ireland,Oats,Crop residues (N content),1999,kg,5191348.7774
United Kingdom of Great Britain and Northern Ireland,Oats,Crop residues (Emissions N2O),1999,kt,0.0999
United Kingdom of Great Britain and Northern Ireland,Oats,Crop residues (Direct emissions N2O),1999,kt,0.0816
United Kingdom of Great Britain and Northern Ireland,Oats,Crop residues (Indirect emissions N2O),1999,kt,0.0184
United Kingdom of Great Britain and Northern Ireland,Oats,Crop residues (N content),2000,kg,6141643.4722
United Kingdom of Great Britain and Northern Ireland,Oats,Crop residues (Emissions N2O),2000,kt,0.1182
United Kingdom of Great Britain and Northern Ireland,Oats,Crop residues (Direct emissions N2O),2000,kt,0.0965
United Kingdom of Great Britain and Northern Ireland,Oats,Crop residues (Indirect emissions N2O),2000,kt,0.0217
United Kingdom of Great Britain and Northern Ireland,Oats,Crop residues (N content),2001,kg,6007631.8733
United Kingdom of Great Britain and Northern Ireland,Oats,Crop residues (Emissions N2O),2001,kt,0.1156
United Kingdom of Great Britain and Northern Ireland,Oats,Crop residues (Direct emissions N2O),2001,kt,0.0944
United Kingdom of Great Britain and Northern Ireland,Oats,Crop residues (Indirect emissions N2O),2001,kt,0.0212
United Kingdom of Great Britain and Northern Ireland,Oats,Crop residues (N content),2002,kg,7210709.8761
United Kingdom of Great Britain and Northern Ireland,Oats,Crop residues (Emissions N2O),2002,kt,0.1388
United Kingdom of Great Britain and Northern Ireland,Oats,Crop residues (Direct emissions N2O),2002,kt,0.1133
United Kingdom of Great Britain and Northern Ireland,Oats,Crop residues (Indirect emissions N2O),2002,kt,0.0255
United Kingdom of Great Britain and Northern Ireland,Oats,Crop residues (N content),2003,kg,7140744.1831
United Kingdom of Great Britain and Northern Ireland,Oats,Crop residues (Emissions N2O),2003,kt,0.1375
United Kingdom of Great Britain and Northern Ireland,Oats,Crop residues (Direct emissions N2O),2003,kt,0.1122
United Kingdom of Great Britain and Northern Ireland,Oats,Crop residues (Indirect emissions N2O),2003,kt,0.0252
United Kingdom of Great Britain and Northern Ireland,Oats,Crop residues (N content),2004,kg,6017568.9952
United Kingdom of Great Britain and Northern Ireland,Oats,Crop residues (Emissions N2O),2004,kt,0.1158
United Kingdom of Great Britain and Northern Ireland,Oats,Crop residues (Direct emissions N2O),2004,kt,0.0946
United Kingdom of Great Britain and Northern Ireland,Oats,Crop residues (Indirect emissions N2O),2004,kt,0.0213
United Kingdom of Great Britain and Northern Ireland,Oats,Crop residues (N content),2005,kg,5075473.8468
United Kingdom of Great Britain and Northern Ireland,Oats,Crop residues (Emissions N2O),2005,kt,0.0977
United Kingdom of Great Britain and Northern Ireland,Oats,Crop residues (Direct emissions N2O),2005,kt,0.0798
United Kingdom of Great Britain and Northern Ireland,Oats,Crop residues (Indirect emissions N2O),2005,kt,0.0179
United Kingdom of Great Britain and Northern Ireland,Oats,Crop residues (N content),2006,kg,6967512.3064
United Kingdom of Great Britain and Northern Ireland,Oats,Crop residues (Emissions N2O),2006,kt,0.1341
United Kingdom of Great Britain and Northern Ireland,Oats,Crop residues (Direct emissions N2O),2006,kt,0.1095
United Kingdom of Great Britain and Northern Ireland,Oats,Crop residues (Indirect emissions N2O),2006,kt,0.0246
United Kingdom of Great Britain and Northern Ireland,Oats,Crop residues (N content),2007,kg,6891491.6688
United Kingdom of Great Britain and Northern Ireland,Oats,Crop residues (Emissions N2O),2007,kt,0.1327
United Kingdom of Great Britain and Northern Ireland,Oats,Crop residues (Direct emissions N2O),2007,kt,0.1083
United Kingdom of Great Britain and Northern Ireland,Oats,Crop residues (Indirect emissions N2O),2007,kt,0.0244
United Kingdom of Great Britain and Northern Ireland,Oats,Crop residues (N content),2008,kg,7532803.3053
United Kingdom of Great Britain and Northern Ireland,Oats,Crop residues (Emissions N2O),2008,kt,0.145
United Kingdom of Great Britain and Northern Ireland,Oats,Crop residues (Direct emissions N2O),2008,kt,0.1184
United Kingdom of Great Britain and Northern Ireland,Oats,Crop residues (Indirect emissions N2O),2008,kt,0.0266
United Kingdom of Great Britain and Northern Ireland,Oats,Crop residues (N content),2009,kg,7162465.4361
United Kingdom of Great Britain and Northern Ireland,Oats,Crop residues (Emissions N2O),2009,kt,0.1379
United Kingdom of Great Britain and Northern Ireland,Oats,Crop residues (Direct emissions N2O),2009,kt,0.1126
United Kingdom of Great Britain and Northern Ireland,Oats,Crop residues (Indirect emissions N2O),2009,kt,0.0253
United Kingdom of Great Britain and Northern Ireland,Oats,Crop residues (N content),2010,kg,6635084.8399
United Kingdom of Great Britain and Northern Ireland,Oats,Crop residues (Emissions N2O),2010,kt,0.1277
United Kingdom of Great Britain and Northern Ireland,Oats,Crop residues (Direct emissions N2O),2010,kt,0.1043
United Kingdom of Great Britain and Northern Ireland,Oats,Crop residues (Indirect emissions N2O),2010,kt,0.0235
United Kingdom of Great Britain and Northern Ireland,Oats,Crop residues (N content),2011,kg,5918051.9854
United Kingdom of Great Britain and Northern Ireland,Oats,Crop residues (Emissions N2O),2011,kt,0.1139
United Kingdom of Great Britain and Northern Ireland,Oats,Crop residues (Direct emissions N2O),2011,kt,0.093
United Kingdom of Great Britain and Northern Ireland,Oats,Crop residues (Indirect emissions N2O),2011,kt,0.0209
United Kingdom of Great Britain and Northern Ireland,Oats,Crop residues (N content),2012,kg,6130260.2544
United Kingdom of Great Britain and Northern Ireland,Oats,Crop residues (Emissions N2O),2012,kt,0.118
United Kingdom of Great Britain and Northern Ireland,Oats,Crop residues (Direct emissions N2O),2012,kt,0.0963
United Kingdom of Great Britain and Northern Ireland,Oats,Crop residues (Indirect emissions N2O),2012,kt,0.0217
United Kingdom of Great Britain and Northern Ireland,Oats,Crop residues (N content),2013,kg,9340504.6648
United Kingdom of Great Britain and Northern Ireland,Oats,Crop residues (Emissions N2O),2013,kt,0.1798
United Kingdom of Great Britain and Northern Ireland,Oats,Crop residues (Direct emissions N2O),2013,kt,0.1468
United Kingdom of Great Britain and Northern Ireland,Oats,Crop residues (Indirect emissions N2O),2013,kt,0.033
United Kingdom of Great Britain and Northern Ireland,Oats,Crop residues (N content),2014,kg,7852867.0872
United Kingdom of Great Britain and Northern Ireland,Oats,Crop residues (Emissions N2O),2014,kt,0.1512
United Kingdom of Great Britain and Northern Ireland,Oats,Crop residues (Direct emissions N2O),2014,kt,0.1234
United Kingdom of Great Britain and Northern Ireland,Oats,Crop residues (Indirect emissions N2O),2014,kt,0.0278
United Kingdom of Great Britain and Northern Ireland,Oats,Crop residues (N content),2015,kg,7631839.1789
United Kingdom of Great Britain and Northern Ireland,Oats,Crop residues (Emissions N2O),2015,kt,0.1469
United Kingdom of Great Britain and Northern Ireland,Oats,Crop residues (Direct emissions N2O),2015,kt,0.1199
